corridor_id,train_no,train_name,train_type,direction,station_code,km,arr,dep
C2,11539,Suburban 11539,Suburban,down,KYN,54,13:28,13:29
C2,11547,Suburban 11547,Suburban,up,LNL,128,12:15,12:15
C2,11547,Suburban 11547,Suburban,up,KAD,123,12:23,12:24
C2,11547,Suburban 11547,Suburban,up,KJT,100,12:59,13:00
C2,11554,Suburban 11554,Suburban,down,CSMT,0,12:34,12:34
C2,11554,Suburban 11554,Suburban,down,DR,9,12:47,12:48
C2,11554,Suburban 11554,Suburban,down,TNA,34,13:27,13:28
C2,11554,Suburban 11554,Suburban,down,DI,49,13:51,13:52
C2,11554,Suburban 11554,Suburban,down,KYN,54,14:00,14:01
C2,11563,Suburban 11563,Suburban,up,LNL,128,12:42,12:42
C2,11563,Suburban 11563,Suburban,up,KAD,123,12:49,12:50
C2,11563,Suburban 11563,Suburban,up,KJT,100,13:22,13:23
C2,11568,Suburban 11568,Suburban,down,CSMT,0,13:05,13:05
C2,11568,Suburban 11568,Suburban,down,DR,9,13:18,13:19
C2,11568,Suburban 11568,Suburban,down,TNA,34,13:57,13:58
C2,11568,Suburban 11568,Suburban,down,DI,49,14:20,14:21
C2,11568,Suburban 11568,Suburban,down,KYN,54,14:28,14:29
C2,11576,Suburban 11576,Suburban,up,LNL,128,13:09,13:09
C2,11576,Suburban 11576,Suburban,up,KAD,123,13:17,13:18
C2,11576,Suburban 11576,Suburban,up,KJT,100,13:53,13:54
C2,11584,Suburban 11584,Suburban,down,CSMT,0,13:38,13:38
C2,11584,Suburban 11584,Suburban,down,DR,9,13:51,13:52
C2,11584,Suburban 11584,Suburban,down,TNA,34,14:28,14:29
C2,11584,Suburban 11584,Suburban,down,DI,49,14:51,14:52
C2,11584,Suburban 11584,Suburban,down,KYN,54,14:59,15:00
C2,11591,Suburban 11591,Suburban,up,LNL,128,13:40,13:40
C2,11591,Suburban 11591,Suburban,up,KAD,123,13:47,13:48
C2,11591,Suburban 11591,Suburban,up,KJT,100,14:20,14:21
C2,11599,Suburban 11599,Suburban,down,CSMT,0,14:09,14:09
C2,11599,Suburban 11599,Suburban,down,DR,9,14:22,14:23
C2,11599,Suburban 11599,Suburban,down,TNA,34,15:02,15:03
C2,11599,Suburban 11599,Suburban,down,DI,49,15:26,15:27
C2,11599,Suburban 11599,Suburban,down,KYN,54,15:35,15:36
C2,11603,Suburban 11603,Suburban,up,LNL,128,14:16,14:16
C2,11603,Suburban 11603,Suburban,up,KAD,123,14:23,14:24
C2,11603,Suburban 11603,Suburban,up,KJT,100,14:58,14:59
C2,11609,Suburban 11609,Suburban,down,CSMT,0,14:41,14:41
C2,11609,Suburban 11609,Suburban,down,DR,9,14:55,14:56
C2,11609,Suburban 11609,Suburban,down,TNA,34,15:30,15:31
C2,11609,Suburban 11609,Suburban,down,DI,49,15:52,15:53
C2,11609,Suburban 11609,Suburban,down,KYN,54,16:01,16:02
C2,11618,Suburban 11618,Suburban,up,LNL,128,14:46,14:46
C2,11618,Suburban 11618,Suburban,up,KAD,123,14:53,14:54
C2,11618,Suburban 11618,Suburban,up,KJT,100,15:29,15:30
C2,11624,Suburban 11624,Suburban,down,CSMT,0,15:15,15:15
C2,11624,Suburban 11624,Suburban,down,DR,9,15:29,15:30
C2,11624,Suburban 11624,Suburban,down,TNA,34,16:04,16:05
C2,11624,Suburban 11624,Suburban,down,DI,49,16:28,16:29
C2,11624,Suburban 11624,Suburban,down,KYN,54,16:36,16:37
C2,11630,Suburban 11630,Suburban,up,LNL,128,15:20,15:20
C2,11630,Suburban 11630,Suburban,up,KAD,123,15:27,15:28
C2,11630,Suburban 11630,Suburban,up,KJT,100,16:03,16:04
C2,11637,Suburban 11637,Suburban,down,CSMT,0,15:47,15:47
C2,11637,Suburban 11637,Suburban,down,DR,9,16:00,16:01
C2,11637,Suburban 11637,Suburban,down,TNA,34,16:36,16:37
C2,11637,Suburban 11637,Suburban,down,DI,49,17:00,17:01
C2,11637,Suburban 11637,Suburban,down,KYN,54,17:08,17:09
C2,11647,Suburban 11647,Suburban,up,LNL,128,15:49,15:49
C2,11647,Suburban 11647,Suburban,up,KAD,123,15:55,15:56
C2,11647,Suburban 11647,Suburban,up,KJT,100,16:29,16:30
C2,11655,Suburban 11655,Suburban,down,CSMT,0,16:18,16:18
C2,11655,Suburban 11655,Suburban,down,DR,9,16:32,16:33
C2,11655,Suburban 11655,Suburban,down,TNA,34,17:07,17:08
C2,11655,Suburban 11655,Suburban,down,DI,49,17:30,17:31
C2,11655,Suburban 11655,Suburban,down,KYN,54,17:38,17:39
C2,11662,Suburban 11662,Suburban,up,LNL,128,16:23,16:23
C2,11662,Suburban 11662,Suburban,up,KAD,123,16:31,16:32
C2,11662,Suburban 11662,Suburban,up,KJT,100,17:05,17:06
C2,11667,Suburban 11667,Suburban,down,CSMT,0,16:30,16:30
C2,11667,Suburban 11667,Suburban,down,DR,9,16:43,16:44
C2,11667,Suburban 11667,Suburban,down,TNA,34,17:18,17:19
C2,11667,Suburban 11667,Suburban,down,DI,49,17:40,17:41
C2,11667,Suburban 11667,Suburban,down,KYN,54,17:48,17:49
C2,11673,Suburban 11673,Suburban,up,LNL,128,16:31,16:31
C2,11673,Suburban 11673,Suburban,up,KAD,123,16:38,16:39
C2,11673,Suburban 11673,Suburban,up,KJT,100,17:12,17:13
C2,11679,Suburban 11679,Suburban,down,CSMT,0,16:48,16:48
C2,11679,Suburban 11679,Suburban,down,DR,9,17:01,17:02
C2,11679,Suburban 11679,Suburban,down,TNA,34,17:36,17:37
C2,11679,Suburban 11679,Suburban,down,DI,49,17:58,17:59
C2,11679,Suburban 11679,Suburban,down,KYN,54,18:06,18:07
C2,11689,Suburban 11689,Suburban,up,LNL,128,16:56,16:56
C2,11689,Suburban 11689,Suburban,up,KAD,123,17:03,17:04
C2,11689,Suburban 11689,Suburban,up,KJT,100,17:38,17:39
C2,11693,Suburban 11693,Suburban,down,CSMT,0,17:05,17:05
C2,11693,Suburban 11693,Suburban,down,DR,9,17:18,17:19
C2,11693,Suburban 11693,Suburban,down,TNA,34,17:56,17:57
C2,11693,Suburban 11693,Suburban,down,DI,49,18:18,18:19
C2,11693,Suburban 11693,Suburban,down,KYN,54,18:27,18:28
C2,11701,Suburban 11701,Suburban,up,LNL,128,17:12,17:12
C2,11701,Suburban 11701,Suburban,up,KAD,123,17:20,17:21
C2,11701,Suburban 11701,Suburban,up,KJT,100,17:54,17:55
C2,11707,Suburban 11707,Suburban,down,CSMT,0,17:21,17:21
C2,11707,Suburban 11707,Suburban,down,DR,9,17:34,17:35
C2,11707,Suburban 11707,Suburban,down,TNA,34,18:09,18:10
C2,11707,Suburban 11707,Suburban,down,DI,49,18:32,18:33
C2,11707,Suburban 11707,Suburban,down,KYN,54,18:40,18:41
C2,11717,Suburban 11717,Suburban,up,LNL,128,17:28,17:28
C2,11717,Suburban 11717,Suburban,up,KAD,123,17:36,17:37
C2,11717,Suburban 11717,Suburban,up,KJT,100,18:12,18:13
C2,11722,Suburban 11722,Suburban,down,CSMT,0,17:36,17:36
C2,11722,Suburban 11722,Suburban,down,DR,9,17:50,17:51
C2,11722,Suburban 11722,Suburban,down,TNA,34,18:26,18:27
C2,11722,Suburban 11722,Suburban,down,DI,49,18:51,18:52
C2,11722,Suburban 11722,Suburban,down,KYN,54,19:00,19:01
C2,11732,Suburban 11732,Suburban,up,LNL,128,17:42,17:42
C2,11732,Suburban 11732,Suburban,up,KAD,123,17:49,17:50
C2,11732,Suburban 11732,Suburban,up,KJT,100,18:23,18:24
C2,11737,Suburban 11737,Suburban,down,CSMT,0,17:54,17:54
C2,11737,Suburban 11737,Suburban,down,DR,9,18:08,18:09
C2,11737,Suburban 11737,Suburban,down,TNA,34,18:44,18:45
C2,11737,Suburban 11737,Suburban,down,DI,49,19:08,19:09
C2,11737,Suburban 11737,Suburban,down,KYN,54,19:16,19:17
C2,11743,Suburban 11743,Suburban,up,LNL,128,18:02,18:02
C2,11743,Suburban 11743,Suburban,up,KAD,123,18:10,18:11
C2,11743,Suburban 11743,Suburban,up,KJT,100,18:42,18:43
C2,11753,Suburban 11753,Suburban,down,CSMT,0,18:12,18:12
C2,11753,Suburban 11753,Suburban,down,DR,9,18:25,18:26
C2,11753,Suburban 11753,Suburban,down,TNA,34,19:04,19:05
C2,11753,Suburban 11753,Suburban,down,DI,49,19:27,19:28
C2,11753,Suburban 11753,Suburban,down,KYN,54,19:36,19:37
C2,11756,Suburban 11756,Suburban,up,LNL,128,18:19,18:19
C2,11756,Suburban 11756,Suburban,up,KAD,123,18:27,18:28
C2,11756,Suburban 11756,Suburban,up,KJT,100,19:00,19:01
C2,11764,Suburban 11764,Suburban,down,CSMT,0,18:27,18:27
C2,11764,Suburban 11764,Suburban,down,DR,9,18:40,18:41
C2,11764,Suburban 11764,Suburban,down,TNA,34,19:16,19:17
C2,11764,Suburban 11764,Suburban,down,DI,49,19:39,19:40
C2,11764,Suburban 11764,Suburban,down,KYN,54,19:48,19:49
C2,11771,Suburban 11771,Suburban,up,LNL,128,18:29,18:29
C2,11771,Suburban 11771,Suburban,up,KAD,123,18:36,18:37
C2,11771,Suburban 11771,Suburban,up,KJT,100,19:10,19:11
C2,11780,Suburban 11780,Suburban,down,CSMT,0,18:41,18:41
C2,11780,Suburban 11780,Suburban,down,DR,9,18:55,18:56
C2,11780,Suburban 11780,Suburban,down,TNA,34,19:34,19:35
C2,11780,Suburban 11780,Suburban,down,DI,49,19:57,19:58
C2,11780,Suburban 11780,Suburban,down,KYN,54,20:04,20:05
C2,11784,Suburban 11784,Suburban,up,LNL,128,18:51,18:51
C2,11784,Suburban 11784,Suburban,up,KAD,123,18:58,18:59
C2,11784,Suburban 11784,Suburban,up,KJT,100,19:31,19:32
C2,11792,Suburban 11792,Suburban,down,CSMT,0,18:57,18:57
C2,11792,Suburban 11792,Suburban,down,DR,9,19:09,19:10
C2,11792,Suburban 11792,Suburban,down,TNA,34,19:45,19:46
C2,11792,Suburban 11792,Suburban,down,DI,49,20:08,20:09
C2,11792,Suburban 11792,Suburban,down,KYN,54,20:16,20:17
C2,11798,Suburban 11798,Suburban,up,LNL,128,19:01,19:01
C2,11798,Suburban 11798,Suburban,up,KAD,123,19:09,19:10
C2,11798,Suburban 11798,Suburban,up,KJT,100,19:41,19:42
C2,11808,Suburban 11808,Suburban,down,CSMT,0,19:14,19:14
C2,11808,Suburban 11808,Suburban,down,DR,9,19:27,19:28
C2,11808,Suburban 11808,Suburban,down,TNA,34,20:02,20:03
C2,11808,Suburban 11808,Suburban,down,DI,49,20:27,20:28
C2,11808,Suburban 11808,Suburban,down,KYN,54,20:35,20:36
C2,11814,Suburban 11814,Suburban,up,LNL,128,19:19,19:19
C2,11814,Suburban 11814,Suburban,up,KAD,123,19:26,19:27
C2,11814,Suburban 11814,Suburban,up,KJT,100,19:59,20:00
C2,11822,Suburban 11822,Suburban,down,CSMT,0,19:28,19:28
C2,11822,Suburban 11822,Suburban,down,DR,9,19:41,19:42
C2,11822,Suburban 11822,Suburban,down,TNA,34,20:18,20:19
C2,11822,Suburban 11822,Suburban,down,DI,49,20:43,20:44
C2,11822,Suburban 11822,Suburban,down,KYN,54,20:51,20:52
C2,11826,Suburban 11826,Suburban,up,LNL,128,19:33,19:33
C2,11826,Suburban 11826,Suburban,up,KAD,123,19:39,19:40
C2,11826,Suburban 11826,Suburban,up,KJT,100,20:14,20:15
C2,11833,Suburban 11833,Suburban,down,CSMT,0,19:43,19:43
C2,11833,Suburban 11833,Suburban,down,DR,9,19:57,19:58
C2,11833,Suburban 11833,Suburban,down,TNA,34,20:32,20:33
C2,11833,Suburban 11833,Suburban,down,DI,49,20:55,20:56
C2,11833,Suburban 11833,Suburban,down,KYN,54,21:03,21:04
C2,11841,Suburban 11841,Suburban,up,LNL,128,19:45,19:45
C2,11841,Suburban 11841,Suburban,up,KAD,123,19:53,19:54
C2,11841,Suburban 11841,Suburban,up,KJT,100,20:27,20:28
C2,11848,Suburban 11848,Suburban,down,CSMT,0,20:00,20:00
C2,11848,Suburban 11848,Suburban,down,DR,9,20:13,20:14
C2,11848,Suburban 11848,Suburban,down,TNA,34,20:53,20:54
C2,11848,Suburban 11848,Suburban,down,DI,49,21:15,21:16
C2,11848,Suburban 11848,Suburban,down,KYN,54,21:23,21:24
C2,11855,Suburban 11855,Suburban,up,LNL,128,20:07,20:07
C2,11855,Suburban 11855,Suburban,up,KAD,123,20:14,20:15
C2,11855,Suburban 11855,Suburban,up,KJT,100,20:48,20:49
C2,11861,Suburban 11861,Suburban,down,CSMT,0,20:17,20:17
C2,11861,Suburban 11861,Suburban,down,DR,9,20:31,20:32
C2,11861,Suburban 11861,Suburban,down,TNA,34,21:07,21:08
C2,11861,Suburban 11861,Suburban,down,DI,49,21:31,21:32
C2,11861,Suburban 11861,Suburban,down,KYN,54,21:39,21:40
C2,11868,Suburban 11868,Suburban,up,LNL,128,20:27,20:27
C2,11868,Suburban 11868,Suburban,up,KAD,123,20:35,20:36
C2,11868,Suburban 11868,Suburban,up,KJT,100,21:11,21:12
C2,11876,Suburban 11876,Suburban,down,CSMT,0,20:30,20:30
C2,11876,Suburban 11876,Suburban,down,DR,9,20:43,20:44
C2,11876,Suburban 11876,Suburban,down,TNA,34,21:18,21:19
C2,11876,Suburban 11876,Suburban,down,DI,49,21:40,21:41
C2,11876,Suburban 11876,Suburban,down,KYN,54,21:48,21:49
C2,11883,Suburban 11883,Suburban,up,LNL,128,20:38,20:38
C2,11883,Suburban 11883,Suburban,up,KAD,123,20:45,20:46
C2,11883,Suburban 11883,Suburban,up,KJT,100,21:19,21:20
C2,11890,Suburban 11890,Suburban,down,CSMT,0,21:01,21:01
C2,11890,Suburban 11890,Suburban,down,DR,9,21:15,21:16
C2,11890,Suburban 11890,Suburban,down,TNA,34,21:53,21:54
C2,11890,Suburban 11890,Suburban,down,DI,49,22:15,22:16
C2,11890,Suburban 11890,Suburban,down,KYN,54,22:23,22:24
C2,11897,Suburban 11897,Suburban,up,LNL,128,21:02,21:02
C2,11897,Suburban 11897,Suburban,up,KAD,123,21:10,21:11
C2,11897,Suburban 11897,Suburban,up,KJT,100,21:43,21:44
C2,11903,Suburban 11903,Suburban,down,CSMT,0,21:36,21:36
C2,11903,Suburban 11903,Suburban,down,DR,9,21:50,21:51
C2,11903,Suburban 11903,Suburban,down,TNA,34,22:27,22:28
C2,11903,Suburban 11903,Suburban,down,DI,49,22:50,22:51
C2,11903,Suburban 11903,Suburban,down,KYN,54,22:59,23:00
C2,11910,Suburban 11910,Suburban,up,LNL,128,21:36,21:36
C2,11910,Suburban 11910,Suburban,up,KAD,123,21:43,21:44
C2,11910,Suburban 11910,Suburban,up,KJT,100,22:18,22:19
C2,11920,Suburban 11920,Suburban,down,CSMT,0,22:06,22:06
C2,11920,Suburban 11920,Suburban,down,DR,9,22:20,22:21
C2,11920,Suburban 11920,Suburban,down,TNA,34,22:57,22:58
C2,11920,Suburban 11920,Suburban,down,DI,49,23:22,23:23
C2,11920,Suburban 11920,Suburban,down,KYN,54,23:30,23:31
C2,11925,Suburban 11925,Suburban,up,LNL,128,22:13,22:13
C2,11925,Suburban 11925,Suburban,up,KAD,123,22:20,22:21
C2,11925,Suburban 11925,Suburban,up,KJT,100,22:57,22:58
C2,11933,Suburban 11933,Suburban,down,CSMT,0,22:34,22:34
C2,11933,Suburban 11933,Suburban,down,DR,9,22:48,22:49
C2,11933,Suburban 11933,Suburban,down,TNA,34,23:23,23:24
C2,11933,Suburban 11933,Suburban,down,DI,49,23:47,23:48
C2,11933,Suburban 11933,Suburban,down,KYN,54,23:55,23:56
C2,11942,Suburban 11942,Suburban,up,LNL,128,22:41,22:41
C2,11942,Suburban 11942,Suburban,up,KAD,123,22:49,22:50
C2,11942,Suburban 11942,Suburban,up,KJT,100,23:22,23:23
C2,11946,Suburban 11946,Suburban,down,CSMT,0,23:06,23:06
C2,11946,Suburban 11946,Suburban,down,DR,9,23:19,23:20
C2,11946,Suburban 11946,Suburban,down,TNA,34,23:59,24:00
C2,11946,Suburban 11946,Suburban,down,DI,49,24:21,24:22
C2,11946,Suburban 11946,Suburban,down,KYN,54,24:29,24:30
C2,11953,Suburban 11953,Suburban,up,LNL,128,23:15,23:15
C2,11953,Suburban 11953,Suburban,up,KAD,123,23:22,23:23
C2,11953,Suburban 11953,Suburban,up,KJT,100,23:56,23:57
C2,G11961,Goods G11961,Goods,down,CSMT,0,04:35,04:35
C2,G11961,Goods G11961,Goods,down,TNA,34,05:32,05:36
C2,G11961,Goods G11961,Goods,down,KYN,54,06:11,06:15
C2,G11961,Goods G11961,Goods,down,KJT,100,07:33,07:37
C2,G11961,Goods G11961,Goods,down,LNL,128,08:26,08:30
C2,G11968,Goods G11968,Goods,down,CSMT,0,10:21,10:21
C2,G11968,Goods G11968,Goods,down,TNA,34,11:24,11:28
C2,G11968,Goods G11968,Goods,down,KYN,54,12:03,12:07
C2,G11968,Goods G11968,Goods,down,KJT,100,13:32,13:36
C2,G11968,Goods G11968,Goods,down,LNL,128,14:26,14:30
C2,G11973,Goods G11973,Goods,down,CSMT,0,13:22,13:22
C2,G11973,Goods G11973,Goods,down,TNA,34,14:20,14:24
C2,G11973,Goods G11973,Goods,down,KYN,54,15:01,15:05
C2,G11973,Goods G11973,Goods,down,KJT,100,16:31,16:35
C2,G11973,Goods G11973,Goods,down,LNL,128,17:24,17:28
C2,G11982,Goods G11982,Goods,down,CSMT,0,21:31,21:31
C2,G11982,Goods G11982,Goods,down,TNA,34,22:30,22:34
C2,G11982,Goods G11982,Goods,down,KYN,54,23:10,23:14
C2,G11982,Goods G11982,Goods,down,KJT,100,24:41,24:45
C2,G11982,Goods G11982,Goods,down,LNL,128,25:37,25:41
C2,G11987,Goods G11987,Goods,down,CSMT,0,22:44,22:44
C2,G11987,Goods G11987,Goods,down,TNA,34,23:49,23:53
C2,G11987,Goods G11987,Goods,down,KYN,54,24:31,24:35
C2,G11987,Goods G11987,Goods,down,KJT,100,26:01,26:05
C2,G11987,Goods G11987,Goods,down,LNL,128,26:58,27:02
C2,G11996,Goods G11996,Goods,up,LNL,128,04:58,04:58
C2,G11996,Goods G11996,Goods,up,KJT,100,05:49,05:53
C2,G11996,Goods G11996,Goods,up,KYN,54,07:13,07:17
C2,G11996,Goods G11996,Goods,up,TNA,34,07:54,07:58
C2,G11996,Goods G11996,Goods,up,CSMT,0,09:00,09:04
C2,G12005,Goods G12005,Goods,up,LNL,128,11:31,11:31
C2,G12005,Goods G12005,Goods,up,KJT,100,12:22,12:26
C2,G12005,Goods G12005,Goods,up,KYN,54,13:49,13:53
C2,G12005,Goods G12005,Goods,up,TNA,34,14:31,14:35
C2,G12005,Goods G12005,Goods,up,CSMT,0,15:37,15:41
C2,G12011,Goods G12011,Goods,up,LNL,128,21:56,21:56
C2,G12011,Goods G12011,Goods,up,KJT,100,22:46,22:50
C2,G12011,Goods G12011,Goods,up,KYN,54,24:14,24:18
C2,G12011,Goods G12011,Goods,up,TNA,34,24:53,24:57
C2,G12011,Goods G12011,Goods,up,CSMT,0,26:02,26:06
C1,12016,Passenger 12016,Passenger,down,KYN,0,05:27,05:27
C1,12016,Passenger 12016,Passenger,down,TLA,13,05:43,05:44
C1,12016,Passenger 12016,Passenger,down,ASO,32,06:09,06:10
C1,12016,Passenger 12016,Passenger,down,KSRA,67,06:58,06:59
C1,12022,Passenger 12022,Passenger,down,KYN,0,09:00,09:00
C1,12022,Passenger 12022,Passenger,down,TLA,13,09:17,09:18
C1,12022,Passenger 12022,Passenger,down,ASO,32,09:42,09:43
C1,12022,Passenger 12022,Passenger,down,KSRA,67,10:29,10:30
C1,12030,Passenger 12030,Passenger,down,KYN,0,13:02,13:02
C1,12030,Passenger 12030,Passenger,down,TLA,13,13:21,13:22
C1,12030,Passenger 12030,Passenger,down,ASO,32,13:47,13:48
C1,12030,Passenger 12030,Passenger,down,KSRA,67,14:36,14:37
C1,12037,Passenger 12037,Passenger,down,KYN,0,17:26,17:26
C1,12037,Passenger 12037,Passenger,down,TLA,13,17:43,17:44
C1,12037,Passenger 12037,Passenger,down,ASO,32,18:08,18:09
C1,12037,Passenger 12037,Passenger,down,KSRA,67,18:54,18:55
C1,12047,Passenger 12047,Passenger,down,KYN,0,21:00,21:00
C1,12047,Passenger 12047,Passenger,down,TLA,13,21:17,21:18
C1,12047,Passenger 12047,Passenger,down,ASO,32,21:43,21:44
C1,12047,Passenger 12047,Passenger,down,KSRA,67,22:33,22:34
C1,12050,Passenger 12050,Passenger,up,KSRA,67,06:34,06:34
C1,12050,Passenger 12050,Passenger,up,ASO,32,07:18,07:19
C1,12050,Passenger 12050,Passenger,up,TLA,13,07:43,07:44
C1,12050,Passenger 12050,Passenger,up,KYN,0,08:03,08:04
C1,12058,Passenger 12058,Passenger,up,KSRA,67,10:14,10:14
C1,12058,Passenger 12058,Passenger,up,ASO,32,11:01,11:02
C1,12058,Passenger 12058,Passenger,up,TLA,13,11:26,11:27
C1,12058,Passenger 12058,Passenger,up,KYN,0,11:45,11:46
C1,12068,Passenger 12068,Passenger,up,KSRA,67,14:24,14:24
C1,12068,Passenger 12068,Passenger,up,ASO,32,15:08,15:09
C1,12068,Passenger 12068,Passenger,up,TLA,13,15:34,15:35
C1,12068,Passenger 12068,Passenger,up,KYN,0,15:51,15:52
C1,12072,Passenger 12072,Passenger,up,KSRA,67,18:46,18:46
C1,12072,Passenger 12072,Passenger,up,ASO,32,19:33,19:34
C1,12072,Passenger 12072,Passenger,up,TLA,13,20:00,20:01
C1,12072,Passenger 12072,Passenger,up,KYN,0,20:19,20:20
C1,12081,Passenger 12081,Passenger,up,KSRA,67,22:15,22:15
C1,12081,Passenger 12081,Passenger,up,ASO,32,23:03,23:04
C1,12081,Passenger 12081,Passenger,up,TLA,13,23:30,23:31
C1,12081,Passenger 12081,Passenger,up,KYN,0,23:48,23:49
C1,12087,Express 12087,Express,down,KYN,0,06:00,06:00
C1,12087,Express 12087,Express,down,KSRA,67,07:01,07:03
C1,12092,Express 12092,Express,down,KYN,0,11:00,11:00
C1,12092,Express 12092,Express,down,KSRA,67,12:04,12:06
C1,12102,Express 12102,Express,down,KYN,0,19:30,19:30
C1,12102,Express 12102,Express,down,KSRA,67,20:26,20:28
C1,12107,Express 12107,Express,up,KSRA,67,07:10,07:10
C1,12107,Express 12107,Express,up,KYN,0,08:11,08:13
C1,12115,Express 12115,Express,up,KSRA,67,12:10,12:10
C1,12115,Express 12115,Express,up,KYN,0,13:10,13:12
C1,12123,Express 12123,Express,up,KSRA,67,20:40,20:40
C1,12123,Express 12123,Express,up,KYN,0,21:44,21:46
C1,G12128,Goods G12128,Goods,down,KYN,0,01:34,01:34
C1,G12128,Goods G12128,Goods,down,KSRA,67,03:29,03:33
C1,G12135,Goods G12135,Goods,down,KYN,0,14:34,14:34
C1,G12135,Goods G12135,Goods,down,KSRA,67,16:36,16:40
C1,G12141,Goods G12141,Goods,down,KYN,0,22:30,22:30
C1,G12141,Goods G12141,Goods,down,KSRA,67,24:23,24:27
